Operating Airline,GEO Summary,GEO Region,Activity Type Code,Passenger Count,Year,Month
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,8271,2005,10
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,63128,2005,10
United Airlines - Pre 07/01/2013,International,Asia,Enplaned,68237,2005,10
United Airlines - Pre 07/01/2013,International,Asia,Thru / Transit,3354,2005,10
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Deplaned,6280,2005,10
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Enplaned,9056,2005,10
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Thru / Transit,1046,2005,10
United Airlines - Pre 07/01/2013,International,Canada,Deplaned,10103,2005,10
United Airlines - Pre 07/01/2013,International,Canada,Enplaned,8022,2005,10
United Airlines - Pre 07/01/2013,International,Canada,Thru / Transit,40,2005,10
United Airlines - Pre 07/01/2013,International,Europe,Deplaned,27617,2005,10
United Airlines - Pre 07/01/2013,International,Europe,Enplaned,26955,2005,10
United Airlines - Pre 07/01/2013,International,Europe,Thru / Transit,862,2005,10
United Airlines - Pre 07/01/2013,International,Mexico,Deplaned,7347,2005,10
United Airlines - Pre 07/01/2013,International,Mexico,Enplaned,8491,2005,10
United Airlines - Pre 07/01/2013,International,Mexico,Thru / Transit,230,2005,10
Virgin Atlantic,International,Europe,Deplaned,9604,2005,10
Virgin Atlantic,International,Europe,Enplaned,9751,2005,10
WestJet Airlines,International,Canada,Deplaned,1326,2005,10
WestJet Airlines,International,Canada,Enplaned,1458,2005,10
ATA Airlines,Domestic,US,Deplaned,16855,2005,11
ATA Airlines,Domestic,US,Enplaned,17376,2005,11
ATA Airlines,Domestic,US,Thru / Transit,2911,2005,11
ATA Airlines,International,Canada,Deplaned,284,2005,11
ATA Airlines,International,Canada,Enplaned,284,2005,11
Air Canada,International,Canada,Deplaned,18143,2005,11
Air Canada,International,Canada,Enplaned,18144,2005,11
Air China,International,Asia,Deplaned,4550,2005,11
Air China,International,Asia,Enplaned,4149,2005,11
Air France,International,Europe,Deplaned,7121,2005,11
Air France,International,Europe,Enplaned,7574,2005,11
Air New Zealand,International,Australia / Oceania,Deplaned,4085,2005,11
Air New Zealand,International,Australia / Oceania,Enplaned,4583,2005,11
AirTran Airways,Domestic,US,Deplaned,5892,2005,11
AirTran Airways,Domestic,US,Enplaned,5929,2005,11
Alaska Airlines,Domestic,US,Deplaned,31136,2005,11
Alaska Airlines,Domestic,US,Enplaned,34920,2005,11
Alaska Airlines,Domestic,US,Thru / Transit,3923,2005,11
Alaska Airlines,International,Canada,Deplaned,5921,2005,11
Alaska Airlines,International,Canada,Enplaned,5889,2005,11
Alaska Airlines,International,Canada,Thru / Transit,269,2005,11
Alaska Airlines,International,Mexico,Deplaned,10845,2005,11
Alaska Airlines,International,Mexico,Enplaned,12576,2005,11
Alaska Airlines,International,Mexico,Thru / Transit,1253,2005,11
All Nippon Airways,International,Asia,Deplaned,5481,2005,11
All Nippon Airways,International,Asia,Enplaned,5304,2005,11
American Airlines,Domestic,US,Deplaned,132066,2005,11
American Airlines,Domestic,US,Enplaned,135008,2005,11
American Eagle Airlines,Domestic,US,Deplaned,4390,2005,11
American Eagle Airlines,Domestic,US,Enplaned,4409,2005,11
Asiana Airlines,International,Asia,Deplaned,4814,2005,11
Asiana Airlines,International,Asia,Enplaned,4569,2005,11
British Airways,International,Europe,Deplaned,15264,2005,11
British Airways,International,Europe,Enplaned,15554,2005,11
Cathay Pacific,International,Asia,Deplaned,9990,2005,11
Cathay Pacific,International,Asia,Enplaned,10097,2005,11
China Airlines,International,Asia,Deplaned,8954,2005,11
China Airlines,International,Asia,Enplaned,10234,2005,11
Delta Air Lines,Domestic,US,Deplaned,21390,2005,11
Delta Air Lines,Domestic,US,Deplaned,55102,2005,11
Delta Air Lines,Domestic,US,Enplaned,20550,2005,11
Delta Air Lines,Domestic,US,Enplaned,58191,2005,11
EVA Airways,International,Asia,Deplaned,10713,2005,11
EVA Airways,International,Asia,Enplaned,11792,2005,11
Frontier Airlines,Domestic,US,Deplaned,13080,2005,11
Frontier Airlines,Domestic,US,Enplaned,12922,2005,11
Hawaiian Airlines,Domestic,US,Deplaned,6792,2005,11
Hawaiian Airlines,Domestic,US,Enplaned,7195,2005,11
Horizon Air,Domestic,US,Deplaned,4339,2005,11
Horizon Air,Domestic,US,Enplaned,4472,2005,11
Independence Air,Domestic,US,Deplaned,1555,2005,11
Independence Air,Domestic,US,Enplaned,1790,2005,11
Japan Airlines,International,Asia,Deplaned,6925,2005,11
Japan Airlines,International,Asia,Enplaned,8103,2005,11
KLM Royal Dutch Airlines,International,Europe,Deplaned,7535,2005,11
KLM Royal Dutch Airlines,International,Europe,Enplaned,7110,2005,11
Korean Air Lines,International,Asia,Deplaned,4514,2005,11
Korean Air Lines,International,Asia,Enplaned,4409,2005,11
Lufthansa German Airlines,International,Europe,Deplaned,15301,2005,11
Lufthansa German Airlines,International,Europe,Enplaned,15229,2005,11
Mesa Airlines,Domestic,US,Deplaned,1201,2005,11
Mesa Airlines,Domestic,US,Enplaned,1441,2005,11
Mexicana Airlines,International,Mexico,Deplaned,5431,2005,11
Mexicana Airlines,International,Mexico,Enplaned,8184,2005,11
Midwest Airlines,Domestic,US,Deplaned,1468,2005,11
Midwest Airlines,Domestic,US,Enplaned,2537,2005,11
Northwest Airlines (became Delta),Domestic,US,Deplaned,44859,2005,11
Northwest Airlines (became Delta),Domestic,US,Enplaned,46200,2005,11
Northwest Airlines (became Delta),International,Asia,Deplaned,6199,2005,11
Northwest Airlines (became Delta),International,Asia,Enplaned,5965,2005,11
Philippine Airlines,International,Asia,Deplaned,9116,2005,11
Philippine Airlines,International,Asia,Enplaned,8086,2005,11
Singapore Airlines,International,Asia,Deplaned,15019,2005,11
Singapore Airlines,International,Asia,Enplaned,16438,2005,11
SkyWest Airlines,Domestic,US,Deplaned,6431,2005,11
SkyWest Airlines,Domestic,US,Enplaned,6472,2005,11
SkyWest Airlines,Domestic,US,Deplaned,90860,2005,11
SkyWest Airlines,Domestic,US,Enplaned,89742,2005,11
SkyWest Airlines,International,Canada,Deplaned,3046,2005,11
SkyWest Airlines,International,Canada,Enplaned,3064,2005,11
Sun Country Airlines,Domestic,US,Deplaned,3868,2005,11
Sun Country Airlines,Domestic,US,Enplaned,3811,2005,11
"TACA International Airlines, S.A.",International,Central America,Deplaned,4105,2005,11
"TACA International Airlines, S.A.",International,Central America,Enplaned,4259,2005,11
US Airways,Domestic,US,Deplaned,27469,2005,11
US Airways,Domestic,US,Enplaned,29799,2005,11
US Airways,Domestic,US,Deplaned,33531,2005,11
US Airways,Domestic,US,Enplaned,33243,2005,11
United Airlines,Domestic,US,Deplaned,46958,2005,11
United Airlines,Domestic,US,Enplaned,47813,2005,11
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,58938,2005,11
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,57821,2005,11
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,380704,2005,11
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,374221,2005,11
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,7299,2005,11
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,64080,2005,11
United Airlines - Pre 07/01/2013,International,Asia,Enplaned,60797,2005,11
United Airlines - Pre 07/01/2013,International,Asia,Thru / Transit,3465,2005,11
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Deplaned,7591,2005,11
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Enplaned,7850,2005,11
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Thru / Transit,1411,2005,11
United Airlines - Pre 07/01/2013,International,Canada,Deplaned,7794,2005,11
United Airlines - Pre 07/01/2013,International,Canada,Enplaned,7651,2005,11
United Airlines - Pre 07/01/2013,International,Europe,Deplaned,21996,2005,11
United Airlines - Pre 07/01/2013,International,Europe,Enplaned,21571,2005,11
United Airlines - Pre 07/01/2013,International,Europe,Thru / Transit,609,2005,11
United Airlines - Pre 07/01/2013,International,Mexico,Deplaned,8612,2005,11
United Airlines - Pre 07/01/2013,International,Mexico,Enplaned,9649,2005,11
United Airlines - Pre 07/01/2013,International,Mexico,Thru / Transit,158,2005,11
Virgin Atlantic,International,Europe,Deplaned,8021,2005,11
Virgin Atlantic,International,Europe,Enplaned,8174,2005,11
WestJet Airlines,International,Canada,Deplaned,1268,2005,11
WestJet Airlines,International,Canada,Enplaned,1283,2005,11
ATA Airlines,Domestic,US,Deplaned,15373,2005,12
ATA Airlines,Domestic,US,Enplaned,16790,2005,12
ATA Airlines,Domestic,US,Thru / Transit,2402,2005,12
Air Canada,International,Canada,Deplaned,19200,2005,12
Air Canada,International,Canada,Enplaned,19481,2005,12
Air Canada Jazz,International,Canada,Deplaned,554,2005,12
Air Canada Jazz,International,Canada,Enplaned,509,2005,12
Air China,International,Asia,Deplaned,4261,2005,12
Air China,International,Asia,Enplaned,3543,2005,12
Air France,International,Europe,Deplaned,7158,2005,12
Air France,International,Europe,Enplaned,7456,2005,12
Air New Zealand,International,Australia / Oceania,Deplaned,7406,2005,12
Air New Zealand,International,Australia / Oceania,Enplaned,6473,2005,12
AirTran Airways,Domestic,US,Deplaned,5847,2005,12
AirTran Airways,Domestic,US,Enplaned,5844,2005,12
Alaska Airlines,Domestic,US,Deplaned,27640,2005,12
Alaska Airlines,Domestic,US,Enplaned,35412,2005,12
Alaska Airlines,Domestic,US,Thru / Transit,5903,2005,12
Alaska Airlines,International,Canada,Deplaned,6655,2005,12
Alaska Airlines,International,Canada,Enplaned,6847,2005,12
Alaska Airlines,International,Canada,Thru / Transit,147,2005,12
Alaska Airlines,International,Mexico,Deplaned,9142,2005,12
Alaska Airlines,International,Mexico,Enplaned,12586,2005,12
Alaska Airlines,International,Mexico,Thru / Transit,1737,2005,12
All Nippon Airways,International,Asia,Deplaned,5355,2005,12
All Nippon Airways,International,Asia,Enplaned,5895,2005,12
American Airlines,Domestic,US,Deplaned,127085,2005,12
American Airlines,Domestic,US,Enplaned,130393,2005,12
American Eagle Airlines,Domestic,US,Deplaned,4423,2005,12
American Eagle Airlines,Domestic,US,Enplaned,4313,2005,12
Asiana Airlines,International,Asia,Deplaned,4768,2005,12
Asiana Airlines,International,Asia,Enplaned,5020,2005,12
British Airways,International,Europe,Deplaned,15058,2005,12
British Airways,International,Europe,Enplaned,15271,2005,12
Cathay Pacific,International,Asia,Deplaned,9813,2005,12
Cathay Pacific,International,Asia,Enplaned,10442,2005,12
China Airlines,International,Asia,Deplaned,9680,2005,12
China Airlines,International,Asia,Enplaned,11506,2005,12
Delta Air Lines,Domestic,US,Deplaned,21336,2005,12
Delta Air Lines,Domestic,US,Deplaned,54864,2005,12
Delta Air Lines,Domestic,US,Enplaned,22322,2005,12
Delta Air Lines,Domestic,US,Enplaned,57401,2005,12
EVA Airways,International,Asia,Deplaned,11032,2005,12
EVA Airways,International,Asia,Enplaned,12336,2005,12
Frontier Airlines,Domestic,US,Deplaned,12855,2005,12
Frontier Airlines,Domestic,US,Enplaned,13049,2005,12
Hawaiian Airlines,Domestic,US,Deplaned,7024,2005,12
Hawaiian Airlines,Domestic,US,Enplaned,7602,2005,12
Horizon Air,Domestic,US,Deplaned,4113,2005,12
Horizon Air,Domestic,US,Enplaned,4462,2005,12
Japan Airlines,International,Asia,Deplaned,7094,2005,12
Japan Airlines,International,Asia,Enplaned,9192,2005,12
KLM Royal Dutch Airlines,International,Europe,Deplaned,7324,2005,12
KLM Royal Dutch Airlines,International,Europe,Enplaned,7237,2005,12
Korean Air Lines,International,Asia,Deplaned,4474,2005,12
Korean Air Lines,International,Asia,Enplaned,5101,2005,12
Lufthansa German Airlines,International,Europe,Deplaned,14696,2005,12
Lufthansa German Airlines,International,Europe,Enplaned,14949,2005,12
Mesa Airlines,Domestic,US,Deplaned,1158,2005,12
Mesa Airlines,Domestic,US,Enplaned,1638,2005,12
Mexicana Airlines,International,Mexico,Deplaned,5890,2005,12
Mexicana Airlines,International,Mexico,Enplaned,10450,2005,12
Midwest Airlines,Domestic,US,Deplaned,1739,2005,12
Midwest Airlines,Domestic,US,Enplaned,2554,2005,12
Northwest Airlines (became Delta),Domestic,US,Deplaned,46348,2005,12
Northwest Airlines (became Delta),Domestic,US,Enplaned,47663,2005,12
Northwest Airlines (became Delta),International,Asia,Deplaned,6331,2005,12
Northwest Airlines (became Delta),International,Asia,Enplaned,6520,2005,12
Philippine Airlines,International,Asia,Deplaned,7623,2005,12
Philippine Airlines,International,Asia,Enplaned,12657,2005,12
Singapore Airlines,International,Asia,Deplaned,16877,2005,12
Singapore Airlines,International,Asia,Enplaned,18197,2005,12
SkyWest Airlines,Domestic,US,Deplaned,4376,2005,12
SkyWest Airlines,Domestic,US,Enplaned,3897,2005,12
SkyWest Airlines,Domestic,US,Deplaned,90313,2005,12
SkyWest Airlines,Domestic,US,Enplaned,90500,2005,12
SkyWest Airlines,International,Canada,Deplaned,3188,2005,12
SkyWest Airlines,International,Canada,Enplaned,3258,2005,12
Sun Country Airlines,Domestic,US,Deplaned,4318,2005,12
Sun Country Airlines,Domestic,US,Enplaned,4146,2005,12
"TACA International Airlines, S.A.",International,Central America,Deplaned,5371,2005,12
"TACA International Airlines, S.A.",International,Central America,Enplaned,7536,2005,12
US Airways,Domestic,US,Deplaned,29880,2005,12
US Airways,Domestic,US,Deplaned,25505,2005,12
US Airways,Domestic,US,Enplaned,33736,2005,12
US Airways,Domestic,US,Enplaned,26801,2005,12
United Airlines,Domestic,US,Deplaned,47525,2005,12
United Airlines,Domestic,US,Enplaned,49674,2005,12
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,58428,2005,12
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,62840,2005,12
United Airlines - Pre 07/01/2013,Domestic,US,Deplaned,392724,2005,12
United Airlines - Pre 07/01/2013,Domestic,US,Enplaned,382711,2005,12
United Airlines - Pre 07/01/2013,Domestic,US,Thru / Transit,8913,2005,12
United Airlines - Pre 07/01/2013,International,Asia,Deplaned,62911,2005,12
United Airlines - Pre 07/01/2013,International,Asia,Enplaned,67674,2005,12
United Airlines - Pre 07/01/2013,International,Asia,Thru / Transit,3498,2005,12
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Deplaned,9418,2005,12
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Enplaned,9790,2005,12
United Airlines - Pre 07/01/2013,International,Australia / Oceania,Thru / Transit,1024,2005,12
United Airlines - Pre 07/01/2013,International,Canada,Deplaned,11266,2005,12
United Airlines - Pre 07/01/2013,International,Canada,Enplaned,11319,2005,12
United Airlines - Pre 07/01/2013,International,Canada,Thru / Transit,64,2005,12
United Airlines - Pre 07/01/2013,International,Europe,Deplaned,22422,2005,12
United Airlines - Pre 07/01/2013,International,Europe,Enplaned,22376,2005,12
United Airlines - Pre 07/01/2013,International,Europe,Thru / Transit,476,2005,12
United Airlines - Pre 07/01/2013,International,Mexico,Deplaned,10334,2005,12
United Airlines - Pre 07/01/2013,International,Mexico,Enplaned,12624,2005,12
United Airlines - Pre 07/01/2013,International,Mexico,Thru / Transit,123,2005,12
Virgin Atlantic,International,Europe,Deplaned,8179,2005,12
Virgin Atlantic,International,Europe,Enplaned,8798,2005,12
WestJet Airlines,International,Canada,Deplaned,1156,2005,12
WestJet Airlines,International,Canada,Enplaned,1209,2005,12
ATA Airlines,Domestic,US,Deplaned,13010,2006,1
ATA Airlines,Domestic,US,Enplaned,12226,2006,1
ATA Airlines,Domestic,US,Thru / Transit,3316,2006,1
Air Canada,International,Canada,Deplaned,18986,2006,1
Air Canada,International,Canada,Enplaned,18360,2006,1
Air Canada Jazz,International,Canada,Deplaned,282,2006,1
Air Canada Jazz,International,Canada,Enplaned,337,2006,1
Air China,International,Asia,Deplaned,3470,2006,1
Air China,International,Asia,Enplaned,3078,2006,1
Air France,International,Europe,Deplaned,7565,2006,1
Air France,International,Europe,Enplaned,7175,2006,1
Air New Zealand,International,Australia / Oceania,Deplaned,6688,2006,1
Air New Zealand,International,Australia / Oceania,Enplaned,7450,2006,1
AirTran Airways,Domestic,US,Deplaned,4096,2006,1
AirTran Airways,Domestic,US,Enplaned,4057,2006,1
Alaska Airlines,Domestic,US,Deplaned,28485,2006,1
Alaska Airlines,Domestic,US,Enplaned,31577,2006,1
Alaska Airlines,Domestic,US,Thru / Transit,4309,2006,1
Alaska Airlines,International,Canada,Deplaned,5804,2006,1
Alaska Airlines,International,Canada,Enplaned,4921,2006,1
Alaska Airlines,International,Canada,Thru / Transit,181,2006,1
Alaska Airlines,International,Mexico,Deplaned,10758,2006,1
Alaska Airlines,International,Mexico,Enplaned,11638,2006,1
Alaska Airlines,International,Mexico,Thru / Transit,2265,2006,1
All Nippon Airways,International,Asia,Deplaned,6629,2006,1
All Nippon Airways,International,Asia,Enplaned,6005,2006,1
American Airlines,Domestic,US,Deplaned,118267,2006,1
American Airlines,Domestic,US,Enplaned,110409,2006,1
American Eagle Airlines,Domestic,US,Deplaned,3676,2006,1
American Eagle Airlines,Domestic,US,Enplaned,3530,2006,1
Asiana Airlines,International,Asia,Deplaned,5174,2006,1
Asiana Airlines,International,Asia,Enplaned,4680,2006,1
British Airways,International,Europe,Deplaned,16385,2006,1
British Airways,International,Europe,Enplaned,15573,2006,1
Cathay Pacific,International,Asia,Deplaned,11455,2006,1
Cathay Pacific,International,Asia,Enplaned,10399,2006,1
China Airlines,International,Asia,Deplaned,11773,2006,1
China Airlines,International,Asia,Enplaned,11480,2006,1
Delta Air Lines,Domestic,US,Deplaned,17152,2006,1
Delta Air Lines,Domestic,US,Deplaned,46377,2006,1
Delta Air Lines,Domestic,US,Enplaned,15650,2006,1
Delta Air Lines,Domestic,US,Enplaned,42321,2006,1
EVA Airways,International,Asia,Deplaned,12939,2006,1
EVA Airways,International,Asia,Enplaned,12688,2006,1
Frontier Airlines,Domestic,US,Deplaned,12096,2006,1
Frontier Airlines,Domestic,US,Enplaned,11071,2006,1
Hawaiian Airlines,Domestic,US,Deplaned,7478,2006,1
Hawaiian Airlines,Domestic,US,Enplaned,7255,2006,1
Horizon Air,Domestic,US,Deplaned,3483,2006,1
Horizon Air,Domestic,US,Enplaned,3613,2006,1
Japan Airlines,International,Asia,Deplaned,8755,2006,1
Japan Airlines,International,Asia,Enplaned,7819,2006,1
KLM Royal Dutch Airlines,International,Europe,Deplaned,7421,2006,1
KLM Royal Dutch Airlines,International,Europe,Enplaned,6508,2006,1
